Segment,Field,Field_Name,Component,Component_Name,Subcomponent,Subcomponent_Name
ORC,10,Entered By,12,Check Digit Scheme,,
ORC,10,Entered By,13,Identifier Type Code,,
ORC,10,Entered By,14,Assigning Facility,1,Namespace ID
ORC,10,Entered By,14,Assigning Facility,2,Universal ID
ORC,10,Entered By,14,Assigning Facility,3,Universal ID Type
ORC,10,Entered By,15,Name Representation Code,,
ORC,10,Entered By,16,Name Context,1,Identifier
ORC,10,Entered By,16,Name Context,2,Text
ORC,10,Entered By,16,Name Context,3,Name of Coding System
ORC,10,Entered By,16,Name Context,4,Alternate Identifier
ORC,10,Entered By,16,Name Context,5,Alternate Text
ORC,10,Entered By,16,Name Context,6,Name of Alternate Coding System
ORC,10,Entered By,17,Name Validity Range,1,Range Start Date/Time: Time
ORC,10,Entered By,17,Name Validity Range,2,Range Start Date/Time: Degree of Precision
ORC,10,Entered By,17,Name Validity Range,3,Range End Date/Time: Time
ORC,10,Entered By,17,Name Validity Range,4,Range End Date/Time: Degree of Precision
ORC,10,Entered By,18,Name Assembly Order,,
ORC,10,Entered By,19,Effective Date,1,Time
ORC,10,Entered By,19,Effective Date,2,Degree of Precision
ORC,10,Entered By,20,Expiration Date,1,Time
ORC,10,Entered By,20,Expiration Date,2,Degree of Precision
ORC,10,Entered By,21,Professional Suffix,,
ORC,10,Entered By,22,Assigning Jurisdiction,1,Identifier
ORC,10,Entered By,22,Assigning Jurisdiction,2,Text
ORC,10,Entered By,22,Assigning Jurisdiction,3,Name of Coding System
ORC,10,Entered By,22,Assigning Jurisdiction,4,Alternate Identifier
ORC,10,Entered By,22,Assigning Jurisdiction,5,Alternate Text
ORC,10,Entered By,22,Assigning Jurisdiction,6,Name of Alternate Coding System
ORC,10,Entered By,22,Assigning Jurisdiction,7,Coding System Version ID
ORC,10,Entered By,22,Assigning Jurisdiction,8,Alternate Coding System Version ID
ORC,10,Entered By,22,Assigning Jurisdiction,9,Original Text
ORC,10,Entered By,23,Assigning Agency or Department,1,Identifier
ORC,10,Entered By,23,Assigning Agency or Department,2,Text
ORC,10,Entered By,23,Assigning Agency or Department,3,Name of Coding System
ORC,10,Entered By,23,Assigning Agency or Department,4,Alternate Identifier
ORC,10,Entered By,23,Assigning Agency or Department,5,Alternate Text
ORC,10,Entered By,23,Assigning Agency or Department,6,Name of Alternate Coding System
ORC,10,Entered By,23,Assigning Agency or Department,7,Coding System Version ID
ORC,10,Entered By,23,Assigning Agency or Department,8,Alternate Coding System Version ID
ORC,10,Entered By,23,Assigning Agency or Department,9,Original Text
ORC,11,Verified By,1,ID Number,,
ORC,11,Verified By,2,Family Name,1,Surname
ORC,11,Verified By,2,Family Name,2,Own Surname Prefix
ORC,11,Verified By,2,Family Name,3,Own Surname
ORC,11,Verified By,2,Family Name,4,Surname Prefix From Partner/Spouse
ORC,11,Verified By,2,Family Name,5,Surname From Partner/Spouse
ORC,11,Verified By,3,Given Name,,
ORC,11,Verified By,4,Second and Further Given Names or Initials Thereof,,
ORC,11,Verified By,5,"Suffix (e.g., JR or III)",,
ORC,11,Verified By,6,"Prefix (e.g., DR)",,
ORC,11,Verified By,7,"Degree (e.g., MD)",,
ORC,11,Verified By,8,Source Table,,
ORC,11,Verified By,9,Assigning Authority,1,Namespace ID
ORC,11,Verified By,9,Assigning Authority,2,Universal ID
ORC,11,Verified By,9,Assigning Authority,3,Universal ID Type
ORC,11,Verified By,10,Name Type Code,,
ORC,11,Verified By,11,Identifier Check Digit,,
ORC,11,Verified By,12,Check Digit Scheme,,
ORC,11,Verified By,13,Identifier Type Code,,
ORC,11,Verified By,14,Assigning Facility,1,Namespace ID
ORC,11,Verified By,14,Assigning Facility,2,Universal ID
ORC,11,Verified By,14,Assigning Facility,3,Universal ID Type
ORC,11,Verified By,15,Name Representation Code,,
ORC,11,Verified By,16,Name Context,1,Identifier
ORC,11,Verified By,16,Name Context,2,Text
ORC,11,Verified By,16,Name Context,3,Name of Coding System
ORC,11,Verified By,16,Name Context,4,Alternate Identifier
ORC,11,Verified By,16,Name Context,5,Alternate Text
ORC,11,Verified By,16,Name Context,6,Name of Alternate Coding System
ORC,11,Verified By,17,Name Validity Range,1,Range Start Date/Time: Time
ORC,11,Verified By,17,Name Validity Range,2,Range Start Date/Time: Degree of Precision
ORC,11,Verified By,17,Name Validity Range,3,Range End Date/Time: Time
ORC,11,Verified By,17,Name Validity Range,4,Range End Date/Time: Degree of Precision
ORC,11,Verified By,18,Name Assembly Order,,
ORC,11,Verified By,19,Effective Date,1,Time
ORC,11,Verified By,19,Effective Date,2,Degree of Precision
ORC,11,Verified By,20,Expiration Date,1,Time
ORC,11,Verified By,20,Expiration Date,2,Degree of Precision
ORC,11,Verified By,21,Professional Suffix,,
ORC,11,Verified By,22,Assigning Jurisdiction,1,Identifier
ORC,11,Verified By,22,Assigning Jurisdiction,2,Text
ORC,11,Verified By,22,Assigning Jurisdiction,3,Name of Coding System
ORC,11,Verified By,22,Assigning Jurisdiction,4,Alternate Identifier
ORC,11,Verified By,22,Assigning Jurisdiction,5,Alternate Text
ORC,11,Verified By,22,Assigning Jurisdiction,6,Name of Alternate Coding System
ORC,11,Verified By,22,Assigning Jurisdiction,7,Coding System Version ID
ORC,11,Verified By,22,Assigning Jurisdiction,8,Alternate Coding System Version ID
ORC,11,Verified By,22,Assigning Jurisdiction,9,Original Text
ORC,11,Verified By,23,Assigning Agency or Department,1,Identifier
ORC,11,Verified By,23,Assigning Agency or Department,2,Text
ORC,11,Verified By,23,Assigning Agency or Department,3,Name of Coding System
ORC,11,Verified By,23,Assigning Agency or Department,4,Alternate Identifier
ORC,11,Verified By,23,Assigning Agency or Department,5,Alternate Text
ORC,11,Verified By,23,Assigning Agency or Department,6,Name of Alternate Coding System
ORC,11,Verified By,23,Assigning Agency or Department,7,Coding System Version ID
ORC,11,Verified By,23,Assigning Agency or Department,8,Alternate Coding System Version ID
ORC,11,Verified By,23,Assigning Agency or Department,9,Original Text
ORC,12,Ordering Provider,1,ID Number,,
ORC,12,Ordering Provider,2,Family Name,1,Surname
ORC,12,Ordering Provider,2,Family Name,2,Own Surname Prefix
ORC,12,Ordering Provider,2,Family Name,3,Own Surname
ORC,12,Ordering Provider,2,Family Name,4,Surname Prefix From Partner/Spouse
ORC,12,Ordering Provider,2,Family Name,5,Surname From Partner/Spouse
ORC,12,Ordering Provider,3,Given Name,,
ORC,12,Ordering Provider,4,Second and Further Given Names or Initials Thereof,,
ORC,12,Ordering Provider,5,"Suffix (e.g., JR or III)",,
ORC,12,Ordering Provider,6,"Prefix (e.g., DR)",,
ORC,12,Ordering Provider,7,"Degree (e.g., MD)",,
ORC,12,Ordering Provider,8,Source Table,,
ORC,12,Ordering Provider,9,Assigning Authority,1,Namespace ID
ORC,12,Ordering Provider,9,Assigning Authority,2,Universal ID
ORC,12,Ordering Provider,9,Assigning Authority,3,Universal ID Type
ORC,12,Ordering Provider,10,Name Type Code,,
ORC,12,Ordering Provider,11,Identifier Check Digit,,
ORC,12,Ordering Provider,12,Check Digit Scheme,,
ORC,12,Ordering Provider,13,Identifier Type Code,,
ORC,12,Ordering Provider,14,Assigning Facility,1,Namespace ID
ORC,12,Ordering Provider,14,Assigning Facility,2,Universal ID
ORC,12,Ordering Provider,14,Assigning Facility,3,Universal ID Type
ORC,12,Ordering Provider,15,Name Representation Code,,
ORC,12,Ordering Provider,16,Name Context,1,Identifier
ORC,12,Ordering Provider,16,Name Context,2,Text
ORC,12,Ordering Provider,16,Name Context,3,Name of Coding System
ORC,12,Ordering Provider,16,Name Context,4,Alternate Identifier
ORC,12,Ordering Provider,16,Name Context,5,Alternate Text
ORC,12,Ordering Provider,16,Name Context,6,Name of Alternate Coding System
ORC,12,Ordering Provider,17,Name Validity Range,1,Range Start Date/Time: Time
ORC,12,Ordering Provider,17,Name Validity Range,2,Range Start Date/Time: Degree of Precision
ORC,12,Ordering Provider,17,Name Validity Range,3,Range End Date/Time: Time
ORC,12,Ordering Provider,17,Name Validity Range,4,Range End Date/Time: Degree of Precision
ORC,12,Ordering Provider,18,Name Assembly Order,,
ORC,12,Ordering Provider,19,Effective Date,1,Time
ORC,12,Ordering Provider,19,Effective Date,2,Degree of Precision
ORC,12,Ordering Provider,20,Expiration Date,1,Time
ORC,12,Ordering Provider,20,Expiration Date,2,Degree of Precision
ORC,12,Ordering Provider,21,Professional Suffix,,
ORC,12,Ordering Provider,22,Assigning Jurisdiction,1,Identifier
ORC,12,Ordering Provider,22,Assigning Jurisdiction,2,Text
ORC,12,Ordering Provider,22,Assigning Jurisdiction,3,Name of Coding System
ORC,12,Ordering Provider,22,Assigning Jurisdiction,4,Alternate Identifier
ORC,12,Ordering Provider,22,Assigning Jurisdiction,5,Alternate Text
ORC,12,Ordering Provider,22,Assigning Jurisdiction,6,Name of Alternate Coding System
ORC,12,Ordering Provider,22,Assigning Jurisdiction,7,Coding System Version ID
ORC,12,Ordering Provider,22,Assigning Jurisdiction,8,Alternate Coding System Version ID
ORC,12,Ordering Provider,22,Assigning Jurisdiction,9,Original Text
ORC,12,Ordering Provider,23,Assigning Agency or Department,1,Identifier
ORC,12,Ordering Provider,23,Assigning Agency or Department,2,Text
ORC,12,Ordering Provider,23,Assigning Agency or Department,3,Name of Coding System
ORC,12,Ordering Provider,23,Assigning Agency or Department,4,Alternate Identifier
ORC,12,Ordering Provider,23,Assigning Agency or Department,5,Alternate Text
ORC,12,Ordering Provider,23,Assigning Agency or Department,6,Name of Alternate Coding System
ORC,12,Ordering Provider,23,Assigning Agency or Department,7,Coding System Version ID
ORC,12,Ordering Provider,23,Assigning Agency or Department,8,Alternate Coding System Version ID
ORC,12,Ordering Provider,23,Assigning Agency or Department,9,Original Text
ORC,13,Enterer's Location,1,Point of Care,,
ORC,13,Enterer's Location,2,Room,,
ORC,13,Enterer's Location,3,Bed,,
ORC,13,Enterer's Location,4,Facility,1,Namespace ID
ORC,13,Enterer's Location,4,Facility,2,Universal ID
ORC,13,Enterer's Location,4,Facility,3,Universal ID Type
ORC,13,Enterer's Location,5,Location Status,,
ORC,13,Enterer's Location,6,Person Location Type,,
ORC,13,Enterer's Location,7,Building,,
ORC,13,Enterer's Location,8,Floor,,
ORC,13,Enterer's Location,9,Location Description,,
ORC,13,Enterer's Location,10,Comprehensive Location Identifier,1,Entity Identifier
ORC,13,Enterer's Location,10,Comprehensive Location Identifier,2,Namespace ID
ORC,13,Enterer's Location,10,Comprehensive Location Identifier,3,Universal ID
ORC,13,Enterer's Location,10,Comprehensive Location Identifier,4,Universal ID Type
ORC,13,Enterer's Location,11,Assigning Authority for Location,1,Namespace ID
ORC,13,Enterer's Location,11,Assigning Authority for Location,2,Universal ID
ORC,13,Enterer's Location,11,Assigning Authority for Location,3,Universal ID Type
ORC,14,Call Back Phone Number,1,Telephone Number,,
ORC,14,Call Back Phone Number,2,Telecommunication Use Code,,
ORC,14,Call Back Phone Number,3,Telecommunication Equipment Type,,
ORC,14,Call Back Phone Number,4,Email Address,,
ORC,14,Call Back Phone Number,5,Country Code,,
ORC,14,Call Back Phone Number,6,Area/City Code,,
ORC,14,Call Back Phone Number,7,Local Number,,
ORC,14,Call Back Phone Number,8,Extension,,
ORC,14,Call Back Phone Number,9,Any Text,,
ORC,14,Call Back Phone Number,10,Extension Prefix,,
ORC,14,Call Back Phone Number,11,Speed Dial Code,,
ORC,14,Call Back Phone Number,12,Unformatted Telephone Number,,
ORC,15,Order Effective Date/Time,1,Time,,
ORC,15,Order Effective Date/Time,2,Degree of Precision,,
ORC,16,Order Control Code Reason,1,Identifier,,
ORC,16,Order Control Code Reason,2,Text,,
ORC,16,Order Control Code Reason,3,Name of Coding System,,
ORC,16,Order Control Code Reason,4,Alternate Identifier,,
ORC,16,Order Control Code Reason,5,Alternate Text,,
ORC,16,Order Control Code Reason,6,Name of Alternate Coding System,,
ORC,17,Entering Organization,1,Identifier,,
ORC,17,Entering Organization,2,Text,,
ORC,17,Entering Organization,3,Name of Coding System,,
ORC,17,Entering Organization,4,Alternate Identifier,,
ORC,17,Entering Organization,5,Alternate Text,,
ORC,17,Entering Organization,6,Name of Alternate Coding System,,
ORC,18,Entering Device,1,Identifier,,
ORC,18,Entering Device,2,Text,,
ORC,18,Entering Device,3,Name of Coding System,,
ORC,18,Entering Device,4,Alternate Identifier,,
ORC,18,Entering Device,5,Alternate Text,,
ORC,18,Entering Device,6,Name of Alternate Coding System,,
ORC,19,Action By,1,ID Number,,
ORC,19,Action By,2,Family Name,1,Surname
ORC,19,Action By,2,Family Name,2,Own Surname Prefix
ORC,19,Action By,2,Family Name,3,Own Surname
ORC,19,Action By,2,Family Name,4,Surname Prefix From Partner/Spouse
ORC,19,Action By,2,Family Name,5,Surname From Partner/Spouse
ORC,19,Action By,3,Given Name,,
ORC,19,Action By,4,Second and Further Given Names or Initials Thereof,,
ORC,19,Action By,5,"Suffix (e.g., JR or III)",,
ORC,19,Action By,6,"Prefix (e.g., DR)",,
ORC,19,Action By,7,"Degree (e.g., MD)",,
ORC,19,Action By,8,Source Table,,
ORC,19,Action By,9,Assigning Authority,1,Namespace ID
ORC,19,Action By,9,Assigning Authority,2,Universal ID
ORC,19,Action By,9,Assigning Authority,3,Universal ID Type
ORC,19,Action By,10,Name Type Code,,
ORC,19,Action By,11,Identifier Check Digit,,
ORC,19,Action By,12,Check Digit Scheme,,
ORC,19,Action By,13,Identifier Type Code,,
ORC,19,Action By,14,Assigning Facility,1,Namespace ID
ORC,19,Action By,14,Assigning Facility,2,Universal ID
ORC,19,Action By,14,Assigning Facility,3,Universal ID Type
ORC,19,Action By,15,Name Representation Code,,
ORC,19,Action By,16,Name Context,1,Identifier
ORC,19,Action By,16,Name Context,2,Text
ORC,19,Action By,16,Name Context,3,Name of Coding System
ORC,19,Action By,16,Name Context,4,Alternate Identifier
ORC,19,Action By,16,Name Context,5,Alternate Text
ORC,19,Action By,16,Name Context,6,Name of Alternate Coding System
ORC,19,Action By,17,Name Validity Range,1,Range Start Date/Time: Time
ORC,19,Action By,17,Name Validity Range,2,Range Start Date/Time: Degree of Precision
ORC,19,Action By,17,Name Validity Range,3,Range End Date/Time: Time
ORC,19,Action By,17,Name Validity Range,4,Range End Date/Time: Degree of Precision
ORC,19,Action By,18,Name Assembly Order,,
ORC,19,Action By,19,Effective Date,1,Time
ORC,19,Action By,19,Effective Date,2,Degree of Precision
ORC,19,Action By,20,Expiration Date,1,Time
ORC,19,Action By,20,Expiration Date,2,Degree of Precision
ORC,19,Action By,21,Professional Suffix,,
ORC,19,Action By,22,Assigning Jurisdiction,1,Identifier
ORC,19,Action By,22,Assigning Jurisdiction,2,Text
ORC,19,Action By,22,Assigning Jurisdiction,3,Name of Coding System
ORC,19,Action By,22,Assigning Jurisdiction,4,Alternate Identifier
ORC,19,Action By,22,Assigning Jurisdiction,5,Alternate Text
ORC,19,Action By,22,Assigning Jurisdiction,6,Name of Alternate Coding System
ORC,19,Action By,22,Assigning Jurisdiction,7,Coding System Version ID
ORC,19,Action By,22,Assigning Jurisdiction,8,Alternate Coding System Version ID
ORC,19,Action By,22,Assigning Jurisdiction,9,Original Text
ORC,19,Action By,23,Assigning Agency or Department,1,Identifier
ORC,19,Action By,23,Assigning Agency or Department,2,Text
ORC,19,Action By,23,Assigning Agency or Department,3,Name of Coding System
ORC,19,Action By,23,Assigning Agency or Department,4,Alternate Identifier
ORC,19,Action By,23,Assigning Agency or Department,5,Alternate Text
ORC,19,Action By,23,Assigning Agency or Department,6,Name of Alternate Coding System
ORC,19,Action By,23,Assigning Agency or Department,7,Coding System Version ID
ORC,19,Action By,23,Assigning Agency or Department,8,Alternate Coding System Version ID
ORC,19,Action By,23,Assigning Agency or Department,9,Original Text
ORC,20,Advanced Beneficiary Notice Code,1,Identifier,,
ORC,20,Advanced Beneficiary Notice Code,2,Text,,
ORC,20,Advanced Beneficiary Notice Code,3,Name of Coding System,,
ORC,20,Advanced Beneficiary Notice Code,4,Alternate Identifier,,
ORC,20,Advanced Beneficiary Notice Code,5,Alternate Text,,
ORC,20,Advanced Beneficiary Notice Code,6,Name of Alternate Coding System,,
ORC,21,Ordering Facility Name,1,Organization Name,,
ORC,21,Ordering Facility Name,2,Organization Name Type Code,,
ORC,21,Ordering Facility Name,3,ID Number,,
ORC,21,Ordering Facility Name,4,Check Digit,,
ORC,21,Ordering Facility Name,5,Check Digit Scheme,,
ORC,21,Ordering Facility Name,6,Assigning Authority,1,Namespace ID
ORC,21,Ordering Facility Name,6,Assigning Authority,2,Universal ID
ORC,21,Ordering Facility Name,6,Assigning Authority,3,Universal ID Type
ORC,21,Ordering Facility Name,7,Identifier Type Code,,
ORC,21,Ordering Facility Name,8,Assigning Facility,1,Namespace ID
ORC,21,Ordering Facility Name,8,Assigning Facility,2,Universal ID
ORC,21,Ordering Facility Name,8,Assigning Facility,3,Universal ID Type
ORC,21,Ordering Facility Name,9,Name Representation Code,,
ORC,21,Ordering Facility Name,10,Organization Identifier,,
ORC,22,Ordering Facility Address,1,Street Address,1,Street or Mailing Address
ORC,22,Ordering Facility Address,1,Street Address,2,Street Name
ORC,22,Ordering Facility Address,1,Street Address,3,Dwelling Number
ORC,22,Ordering Facility Address,2,Other Designation,,
ORC,22,Ordering Facility Address,3,City,,
ORC,22,Ordering Facility Address,4,State or Province,,
ORC,22,Ordering Facility Address,5,Zip or Postal Code,,
ORC,22,Ordering Facility Address,6,Country Code,,
ORC,22,Ordering Facility Address,7,Address Type,,
ORC,22,Ordering Facility Address,8,Other Geographic Designation,,
ORC,22,Ordering Facility Address,9,County/Parish Code,,
ORC,22,Ordering Facility Address,10,Census Tract,,
ORC,22,Ordering Facility Address,11,Address Representation Code,,
ORC,22,Ordering Facility Address,12,Address Validity Range,1,Range Start Date/Time: Time
ORC,22,Ordering Facility Address,12,Address Validity Range,2,Range Start Date/Time: Degree of Precision
ORC,22,Ordering Facility Address,12,Address Validity Range,3,Range End Date/Time: Time
ORC,22,Ordering Facility Address,12,Address Validity Range,4,Range End Date/Time: Degree of Precision
ORC,22,Ordering Facility Address,13,Effective Date,1,Time
ORC,22,Ordering Facility Address,13,Effective Date,2,Degree of Precision
ORC,22,Ordering Facility Address,14,Expiration Date,1,Time
ORC,22,Ordering Facility Address,14,Expiration Date,2,Degree of Precision
ORC,23,Ordering Facility Phone Number,1,Telephone Number,,
ORC,23,Ordering Facility Phone Number,2,Telecommunication Use Code,,
ORC,23,Ordering Facility Phone Number,3,Telecommunication Equipment Type,,
ORC,23,Ordering Facility Phone Number,4,Email Address,,
ORC,23,Ordering Facility Phone Number,5,Country Code,,
ORC,23,Ordering Facility Phone Number,6,Area/City Code,,
ORC,23,Ordering Facility Phone Number,7,Local Number,,
ORC,23,Ordering Facility Phone Number,8,Extension,,
ORC,23,Ordering Facility Phone Number,9,Any Text,,
ORC,23,Ordering Facility Phone Number,10,Extension Prefix,,
ORC,23,Ordering Facility Phone Number,11,Speed Dial Code,,
ORC,23,Ordering Facility Phone Number,12,Unformatted Telephone Number,,
ORC,24,Ordering Provider Address,1,Street Address,1,Street or Mailing Address
ORC,24,Ordering Provider Address,1,Street Address,2,Street Name
ORC,24,Ordering Provider Address,1,Street Address,3,Dwelling Number
ORC,24,Ordering Provider Address,2,Other Designation,,
ORC,24,Ordering Provider Address,3,City,,
ORC,24,Ordering Provider Address,4,State or Province,,
ORC,24,Ordering Provider Address,5,Zip or Postal Code,,
ORC,24,Ordering Provider Address,6,Country Code,,
ORC,24,Ordering Provider Address,7,Address Type,,
ORC,24,Ordering Provider Address,8,Other Geographic Designation,,
ORC,24,Ordering Provider Address,9,County/Parish Code,,
ORC,24,Ordering Provider Address,10,Census Tract,,
ORC,24,Ordering Provider Address,11,Address Representation Code,,
ORC,24,Ordering Provider Address,12,Address Validity Range,1,Range Start Date/Time: Time
ORC,24,Ordering Provider Address,12,Address Validity Range,2,Range Start Date/Time: Degree of Precision
ORC,24,Ordering Provider Address,12,Address Validity Range,3,Range End Date/Time: Time
ORC,24,Ordering Provider Address,12,Address Validity Range,4,Range End Date/Time: Degree of Precision
ORC,24,Ordering Provider Address,13,Effective Date,1,Time
ORC,24,Ordering Provider Address,13,Effective Date,2,Degree of Precision
ORC,24,Ordering Provider Address,14,Expiration Date,1,Time
ORC,24,Ordering Provider Address,14,Expiration Date,2,Degree of Precision
ORC,25,Order Status Modifier,1,Identifier,,
ORC,25,Order Status Modifier,2,Text,,
ORC,25,Order Status Modifier,3,Name of Coding System,,
ORC,25,Order Status Modifier,4,Alternate Identifier,,
ORC,25,Order Status Modifier,5,Alternate Text,,
ORC,25,Order Status Modifier,6,Name of Alternate Coding System,,
ORC,25,Order Status Modifier,7,Coding System Version ID,,
ORC,25,Order Status Modifier,8,Alternate Coding System Version ID,,
ORC,25,Order Status Modifier,9,Original Text,,
ORC,26,Advanced Beneficiary Notice Override Reason,1,Identifier,,
ORC,26,Advanced Beneficiary Notice Override Reason,2,Text,,
ORC,26,Advanced Beneficiary Notice Override Reason,3,Name of Coding System,,
ORC,26,Advanced Beneficiary Notice Override Reason,4,Alternate Identifier,,
ORC,26,Advanced Beneficiary Notice Override Reason,5,Alternate Text,,
ORC,26,Advanced Beneficiary Notice Override Reason,6,Name of Alternate Coding System,,
ORC,26,Advanced Beneficiary Notice Override Reason,7,Coding System Version ID,,
ORC,26,Advanced Beneficiary Notice Override Reason,8,Alternate Coding System Version ID,,
ORC,26,Advanced Beneficiary Notice Override Reason,9,Original Text,,
ORC,27,Filler's Expected Availability Date/Time,1,Time,,
ORC,27,Filler's Expected Availability Date/Time,2,Degree of Precision,,
ORC,28,Confidentiality Code,1,Identifier,,
ORC,28,Confidentiality Code,2,Text,,
ORC,28,Confidentiality Code,3,Name of Coding System,,
ORC,28,Confidentiality Code,4,Alternate Identifier,,
ORC,28,Confidentiality Code,5,Alternate Text,,
ORC,28,Confidentiality Code,6,Name of Alternate Coding System,,
ORC,28,Confidentiality Code,7,Coding System Version ID,,
ORC,28,Confidentiality Code,8,Alternate Coding System Version ID,,
ORC,28,Confidentiality Code,9,Original Text,,
ORC,29,Order Type,1,Identifier,,
ORC,29,Order Type,2,Text,,
ORC,29,Order Type,3,Name of Coding System,,
ORC,29,Order Type,4,Alternate Identifier,,
ORC,29,Order Type,5,Alternate Text,,
ORC,29,Order Type,6,Name of Alternate Coding System,,
ORC,29,Order Type,7,Coding System Version ID,,
ORC,29,Order Type,8,Alternate Coding System Version ID,,
ORC,29,Order Type,9,Original Text,,
ORC,30,Enterer Authorization Mode,1,Identifier,,
ORC,30,Enterer Authorization Mode,2,Text,,
ORC,30,Enterer Authorization Mode,3,Name of Coding System,,
ORC,30,Enterer Authorization Mode,4,Alternate Identifier,,
ORC,30,Enterer Authorization Mode,5,Alternate Text,,
ORC,30,Enterer Authorization Mode,6,Name of Alternate Coding System,,
ORC,30,Enterer Authorization Mode,7,Coding System Version ID,,
ORC,30,Enterer Authorization Mode,8,Alternate Coding System Version ID,,
ORC,30,Enterer Authorization Mode,9,Original Text,,
ORC,31,Parent Universal Service Identifier,1,Identifier,,
ORC,31,Parent Universal Service Identifier,2,Text,,
ORC,31,Parent Universal Service Identifier,3,Name of Coding System,,
ORC,31,Parent Universal Service Identifier,4,Alternate Identifier,,
ORC,31,Parent Universal Service Identifier,5,Alternate Text,,
ORC,31,Parent Universal Service Identifier,6,Name of Alternate Coding System,,
ORC,31,Parent Universal Service Identifier,7,Coding System Version ID,,
ORC,31,Parent Universal Service Identifier,8,Alternate Coding System Version ID,,
ORC,31,Parent Universal Service Identifier,9,Original Text,,
